clientes_idclientes,producto_idproducto,tipo_entrega,estatus,fecha_registro
34,832,piso,lista,2020-04-26 3:32
62,920,domicilio,en curso,2019-10-13 8:41
23,351,piso,en curso,2019-09-28 6:38
30,702,domicilio,en curso,2020-04-17 12:09
20,74,piso,lista,2020-03-12 7:44
57,958,piso,lista,2020-06-23 2:10
91,956,piso,en curso,2020-11-18 5:00
20,707,piso,lista,2020-08-18 9:23
70,822,piso,lista,2020-01-31 6:55
69,509,domicilio,en curso,2019-06-10 6:27
91,716,piso,lista,2020-03-05 12:59
91,462,domicilio,en curso,2019-09-19 4:40
47,656,domicilio,en curso,2021-09-16 7:11
92,663,piso,lista,2020-07-03 9:58
39,873,domicilio,en curso,2019-05-03 5:50
76,90,domicilio,lista,2019-12-12 4:02
76,585,piso,lista,2020-02-08 10:21
4,465,domicilio,en curso,2019-02-03 12:32
28,553,domicilio,lista,2019-04-26 9:55
56,756,domicilio,lista,2021-04-08 3:38
96,653,domicilio,lista,2021-08-26 11:17
30,997,domicilio,lista,2019-06-13 3:15
4,957,piso,en curso,2019-03-04 8:39
2,334,piso,lista,2020-06-03 4:29
28,415,domicilio,lista,2020-09-01 9:15
90,114,piso,lista,2019-04-15 6:29
2,808,domicilio,lista,2021-05-02 8:19
47,102,domicilio,lista,2020-02-10 2:12
1,637,domicilio,en curso,2019-01-24 3:12
58,728,piso,lista,2020-02-10 9:53
89,189,piso,en curso,2019-10-22 2:39
69,216,domicilio,en curso,2020-05-30 8:24
32,601,domicilio,en curso,2020-09-08 10:26
10,960,piso,en curso,2020-10-18 2:35
92,952,domicilio,en curso,2021-12-16 5:56
4,450,piso,lista,2019-11-08 11:49
77,375,piso,en curso,2020-06-14 2:39
25,574,domicilio,lista,2019-10-31 12:44
79,609,piso,lista,2019-10-18 8:51
18,729,piso,lista,2021-10-08 5:40
34,226,domicilio,lista,2019-09-11 9:02
19,962,piso,lista,2021-07-29 8:37
60,502,domicilio,lista,2020-01-10 9:07
95,719,piso,lista,2020-11-24 2:19
89,562,domicilio,lista,2020-08-20 12:58
15,997,domicilio,en curso,2019-11-16 9:06
36,432,piso,lista,2021-04-17 9:50
97,401,piso,lista,2019-04-15 4:34
64,978,piso,lista,2021-10-09 1:05
29,570,domicilio,en curso,2021-10-06 12:41
61,306,piso,lista,2019-08-28 5:44
38,830,domicilio,lista,2020-12-23 6:17
24,579,piso,en curso,2020-07-17 4:13
38,13,piso,lista,2019-06-09 2:35
55,377,domicilio,lista,2021-10-23 8:46
52,686,domicilio,lista,2020-06-12 7:49
70,955,domicilio,en curso,2020-01-28 7:18
13,614,domicilio,lista,2019-08-24 12:34
14,19,domicilio,lista,2020-04-11 4:56
71,145,domicilio,lista,2021-12-13 12:22
88,459,domicilio,lista,2021-09-12 6:21
6,627,domicilio,en curso,2019-06-02 5:16
95,996,piso,en curso,2019-11-17 3:21
26,755,domicilio,lista,2021-12-17 2:20
88,928,piso,lista,2021-09-28 11:28
25,524,piso,lista,2020-08-17 1:44
74,802,domicilio,lista,2019-06-11 6:02
12,841,domicilio,en curso,2019-09-08 7:52
9,205,domicilio,en curso,2019-02-19 1:34
38,867,domicilio,en curso,2020-08-25 1:01
22,327,piso,en curso,2020-01-15 10:09
94,280,domicilio,en curso,2019-01-13 10:37
7,127,domicilio,en curso,2020-04-24 1:13
90,1,domicilio,en curso,2019-01-12 1:57
8,246,piso,en curso,2019-11-12 8:35
79,175,piso,en curso,2019-07-24 6:11
37,664,domicilio,en curso,2020-06-11 9:23
30,354,domicilio,en curso,2020-09-07 7:04
28,187,domicilio,lista,2021-09-20 10:26
40,208,domicilio,lista,2021-09-06 3:51
14,23,domicilio,en curso,2021-07-30 2:48
3,155,domicilio,lista,2019-04-12 5:35
50,785,domicilio,lista,2019-06-06 4:00
3,324,domicilio,lista,2021-10-28 1:59
68,565,domicilio,en curso,2019-11-20 1:57
14,563,domicilio,lista,2020-03-20 7:53
43,33,domicilio,en curso,2019-09-18 6:11
99,457,domicilio,en curso,2020-03-17 9:16
46,251,piso,en curso,2021-12-12 10:45
40,346,domicilio,lista,2019-01-15 8:18
51,695,piso,lista,2019-07-10 5:47
57,873,piso,lista,2019-01-21 3:32
93,774,piso,lista,2021-03-05 7:31
23,5,domicilio,en curso,2020-03-13 6:07
14,782,domicilio,lista,2020-12-20 9:51
84,592,domicilio,en curso,2021-08-17 9:05
81,514,piso,en curso,2021-02-11 7:41
42,572,domicilio,en curso,2021-04-15 10:38
5,622,piso,en curso,2020-12-03 2:06
55,647,domicilio,en curso,2021-02-20 10:57
49,265,domicilio,en curso,2021-08-21 10:27
10,536,piso,lista,2021-07-30 6:45
27,96,domicilio,lista,2020-09-09 4:14
97,615,piso,lista,2021-10-09 8:02
34,929,domicilio,lista,2020-11-01 6:48
64,327,domicilio,lista,2021-05-19 6:23
62,372,domicilio,en curso,2021-11-18 5:06
8,241,domicilio,en curso,2020-11-30 1:01
34,159,piso,lista,2019-11-13 4:11
7,473,piso,en curso,2019-11-04 1:27
99,395,piso,en curso,2019-02-04 2:02
61,81,domicilio,lista,2020-07-02 7:28
95,709,piso,en curso,2021-02-28 12:13
62,543,piso,lista,2020-02-02 8:18
3,985,domicilio,lista,2021-03-27 5:57
79,132,piso,en curso,2020-02-27 8:24
13,691,piso,lista,2020-04-29 7:54
45,295,domicilio,lista,2019-11-19 3:32
3,364,piso,en curso,2021-12-25 12:41
61,978,domicilio,lista,2019-08-18 4:06
86,114,piso,lista,2021-03-13 10:20
53,711,piso,en curso,2020-07-11 10:45
71,893,piso,en curso,2019-07-26 3:49
98,478,piso,en curso,2020-04-22 5:06
55,743,domicilio,en curso,2019-03-07 10:21
45,177,domicilio,lista,2021-02-01 10:19
39,243,piso,en curso,2019-08-29 9:53
34,142,domicilio,en curso,2020-02-06 12:16
48,778,piso,en curso,2020-03-10 2:35
80,365,domicilio,lista,2019-02-16 7:47
44,265,domicilio,en curso,2019-02-10 9:16
98,63,domicilio,en curso,2020-06-01 2:44
40,84,piso,lista,2021-10-15 4:38
41,721,domicilio,en curso,2020-12-08 2:49
57,827,domicilio,lista,2020-02-23 8:48
86,346,piso,lista,2019-06-19 4:53
45,397,domicilio,lista,2020-11-19 6:16
16,631,piso,lista,2020-08-28 12:40
31,284,domicilio,lista,2019-02-22 10:22
55,451,domicilio,lista,2021-01-15 9:14
79,200,domicilio,en curso,2020-10-16 12:14
64,923,piso,en curso,2019-06-30 5:36
21,725,domicilio,lista,2019-04-09 6:21
74,555,domicilio,lista,2021-03-24 4:37
15,871,domicilio,en curso,2020-06-25 7:12
27,921,domicilio,lista,2021-04-10 5:08
92,663,domicilio,en curso,2020-10-15 3:29
76,17,domicilio,lista,2021-11-30 12:31
62,997,piso,en curso,2021-08-18 4:23
75,167,domicilio,en curso,2020-05-20 8:45
7,970,piso,lista,2020-01-31 2:33
56,891,piso,lista,2020-08-19 10:33
16,442,domicilio,en curso,2020-11-13 4:10
34,211,piso,lista,2019-06-15 12:02
78,376,domicilio,lista,2020-11-19 1:40
66,181,domicilio,lista,2020-12-31 5:52
11,784,piso,lista,2020-05-25 3:24
73,526,piso,en curso,2021-06-26 1:22
3,538,piso,en curso,2020-10-28 5:52
93,309,piso,en curso,2020-01-23 4:05
93,62,piso,lista,2021-01-21 12:28
16,770,piso,en curso,2019-11-13 10:35
92,442,piso,en curso,2019-08-20 3:14
18,705,domicilio,en curso,2020-11-05 9:08
62,354,piso,en curso,2021-01-30 8:21
60,620,piso,en curso,2020-11-27 5:07
47,852,piso,en curso,2019-11-16 5:03
30,830,piso,en curso,2019-03-18 11:40
50,448,piso,lista,2019-07-22 6:44
65,84,piso,lista,2020-08-20 5:48
56,921,piso,lista,2020-09-18 5:00
45,529,piso,en curso,2020-08-15 8:23
87,643,domicilio,lista,2020-04-18 4:23
51,251,piso,en curso,2019-03-30 6:30
8,419,domicilio,en curso,2021-09-29 3:52
79,856,domicilio,lista,2021-04-05 5:54
80,977,piso,en curso,2021-02-15 9:59
33,927,domicilio,en curso,2020-11-21 12:23
63,635,domicilio,lista,2021-03-11 5:22
96,703,domicilio,lista,2020-01-10 8:47
50,413,piso,lista,2020-02-24 12:48
57,422,domicilio,en curso,2020-10-19 11:54
86,666,domicilio,en curso,2019-06-22 4:01
12,544,piso,lista,2020-05-19 2:06
100,318,domicilio,en curso,2021-01-11 7:07
28,6,piso,en curso,2019-08-15 3:06
27,171,domicilio,lista,2020-12-03 7:42
9,614,piso,en curso,2020-01-18 12:39
1,935,domicilio,en curso,2019-04-12 1:48
75,328,piso,en curso,2019-01-08 10:11
95,988,piso,en curso,2020-01-20 1:02
26,333,domicilio,lista,2020-10-27 9:44
15,117,domicilio,en curso,2020-11-20 11:19
81,93,piso,en curso,2019-07-11 9:30
8,782,piso,lista,2021-07-05 4:57
21,368,piso,lista,2021-01-16 11:30
32,438,domicilio,lista,2020-05-13 2:49
22,16,domicilio,en curso,2020-02-13 3:19
90,78,domicilio,lista,2019-12-14 7:39
1,26,domicilio,lista,2021-05-29 8:02
86,41,domicilio,lista,2020-04-01 12:05
11,364,piso,lista,2021-05-08 4:47
93,842,domicilio,en curso,2019-03-12 9:11
32,428,domicilio,lista,2021-01-12 1:02
96,429,domicilio,en curso,2021-07-28 3:39
91,678,piso,lista,2021-11-27 6:48
41,308,piso,lista,2021-11-21 9:02
90,19,piso,en curso,2019-10-24 3:13
43,913,domicilio,lista,2021-10-21 4:04
70,100,domicilio,en curso,2021-11-06 4:57
36,277,domicilio,en curso,2019-09-21 4:06
30,384,piso,en curso,2020-02-02 11:32
15,860,piso,en curso,2019-03-05 4:42
47,145,piso,en curso,2021-11-19 7:20
97,460,domicilio,lista,2021-09-26 6:27
50,505,piso,en curso,2020-02-11 4:50
99,944,domicilio,en curso,2021-02-20 11:20
26,630,piso,lista,2020-06-25 6:53
15,922,piso,en curso,2021-09-29 3:29
19,426,piso,lista,2020-07-18 9:50
49,654,domicilio,en curso,2021-11-27 1:04
12,887,domicilio,lista,2021-08-03 5:35
48,159,domicilio,en curso,2021-07-27 7:01
52,14,domicilio,en curso,2021-09-23 4:11
81,450,piso,lista,2020-06-16 6:50
24,955,piso,en curso,2019-06-12 8:59
1,740,domicilio,lista,2021-02-18 9:50
39,878,piso,en curso,2021-05-27 11:58
15,654,domicilio,en curso,2021-03-04 4:53
19,209,domicilio,en curso,2020-12-05 3:10
2,27,domicilio,en curso,2019-05-27 10:53
82,729,piso,en curso,2021-06-29 10:19
63,910,piso,en curso,2021-04-26 6:27
43,350,domicilio,lista,2021-09-08 5:55
98,92,domicilio,en curso,2019-12-23 12:27
42,938,piso,en curso,2021-06-13 6:54
45,85,piso,lista,2021-06-25 3:12
34,227,domicilio,lista,2021-07-14 4:35
9,711,piso,en curso,2019-10-16 8:20
84,775,domicilio,lista,2021-08-18 10:01
63,881,domicilio,lista,2019-05-09 7:05
41,41,piso,en curso,2021-05-15 3:28
21,1,piso,lista,2021-08-06 7:21
86,256,domicilio,lista,2020-12-17 11:57
8,125,piso,en curso,2019-10-10 9:30
70,555,domicilio,en curso,2021-10-09 7:28
5,547,piso,lista,2021-09-24 12:33
95,319,piso,en curso,2021-02-18 2:13
96,340,domicilio,en curso,2019-07-26 1:26
78,340,domicilio,en curso,2019-03-28 3:49
91,738,piso,lista,2021-04-12 10:55
42,669,domicilio,en curso,2019-08-04 2:42
8,285,domicilio,lista,2019-05-31 8:19
18,962,piso,en curso,2020-05-09 11:14
48,368,domicilio,lista,2019-03-14 1:43
85,765,domicilio,lista,2019-04-07 5:25
65,156,piso,en curso,2020-12-29 1:19
23,359,domicilio,en curso,2020-06-06 7:57
10,4,piso,en curso,2019-04-28 10:15
2,921,piso,lista,2021-10-08 1:18
29,949,piso,lista,2019-11-02 3:15
76,694,piso,en curso,2021-04-04 10:23
35,262,piso,en curso,2021-10-18 8:21
53,972,domicilio,en curso,2020-11-03 2:31
4,126,piso,lista,2021-09-17 12:27
64,521,domicilio,en curso,2021-12-12 3:38
81,721,piso,en curso,2019-09-30 8:38
36,854,piso,en curso,2020-11-07 5:21
84,553,piso,lista,2021-12-30 12:15
2,991,domicilio,lista,2020-09-30 8:20
74,193,piso,en curso,2021-08-12 12:40
45,102,domicilio,lista,2021-05-10 8:49
68,120,piso,lista,2019-10-29 11:12
54,837,piso,en curso,2020-09-21 3:45
41,643,domicilio,lista,2020-09-11 9:11
34,185,domicilio,lista,2020-05-11 5:40
92,277,piso,en curso,2020-11-14 1:18
31,673,domicilio,en curso,2021-10-11 9:12
88,648,piso,en curso,2019-07-11 1:50
99,711,domicilio,en curso,2021-01-21 5:41
36,124,piso,en curso,2019-12-08 10:24
21,488,piso,lista,2021-12-23 8:41
57,938,domicilio,lista,2021-05-21 7:52
77,321,domicilio,lista,2021-01-07 12:57
68,932,domicilio,en curso,2019-09-03 2:34
28,65,piso,en curso,2019-07-29 6:49
33,712,domicilio,lista,2019-01-10 8:48
76,139,piso,en curso,2020-10-25 4:26
20,91,piso,lista,2020-09-12 8:43
79,738,domicilio,lista,2021-01-28 7:38
47,439,domicilio,en curso,2020-02-27 7:35
99,776,domicilio,lista,2021-03-24 10:39
30,352,domicilio,lista,2021-10-07 5:32
88,865,domicilio,lista,2020-10-12 1:26
59,788,domicilio,en curso,2019-03-22 3:22
90,900,piso,en curso,2021-03-06 10:36
45,998,piso,en curso,2020-11-20 3:33
61,9,domicilio,en curso,2020-03-29 8:59
43,34,domicilio,en curso,2019-10-31 7:25
96,856,domicilio,lista,2021-10-02 6:21
1,388,domicilio,en curso,2021-10-03 11:53
29,368,domicilio,lista,2021-08-24 4:12
71,200,domicilio,lista,2019-12-22 3:55
5,209,domicilio,en curso,2020-07-14 8:08
93,827,piso,en curso,2020-12-23 9:42
32,889,piso,lista,2020-08-02 5:31
96,24,domicilio,lista,2021-01-21 2:30
59,594,domicilio,en curso,2021-01-05 3:36
4,314,piso,lista,2020-06-07 3:45
35,767,piso,lista,2021-10-08 7:40
15,906,piso,en curso,2019-04-15 8:52
8,487,piso,lista,2020-11-28 3:10
58,400,domicilio,lista,2020-07-17 12:56
56,665,domicilio,en curso,2020-02-28 5:00
22,336,piso,lista,2020-11-30 10:43
85,423,domicilio,en curso,2020-08-19 7:11
9,217,piso,en curso,2020-08-28 12:40
3,886,piso,lista,2019-08-09 11:19
93,673,domicilio,lista,2019-01-26 7:15
35,866,domicilio,lista,2019-10-16 2:36
12,120,piso,en curso,2021-11-01 10:03
31,43,piso,lista,2020-05-12 7:19
83,795,piso,lista,2020-01-31 7:27
17,664,piso,en curso,2020-12-02 1:45
98,355,piso,en curso,2020-09-16 7:17
57,213,domicilio,en curso,2019-10-27 3:00
85,127,domicilio,lista,2020-07-29 11:48
79,534,piso,en curso,2020-02-16 10:21
8,614,piso,en curso,2020-06-05 5:28
74,643,piso,en curso,2021-03-24 12:03
6,403,piso,en curso,2021-02-05 7:01
44,454,domicilio,lista,2020-02-02 2:56
46,150,domicilio,en curso,2021-01-20 3:14
76,58,piso,en curso,2019-11-30 10:45
61,983,domicilio,lista,2020-12-04 3:00
93,27,domicilio,lista,2021-08-19 10:17
70,947,domicilio,lista,2019-06-07 11:38
35,316,piso,en curso,2020-09-29 3:11
11,689,domicilio,en curso,2019-11-01 2:34
18,644,piso,lista,2021-10-31 9:35
64,913,piso,en curso,2021-06-04 8:12
11,46,domicilio,lista,2020-06-17 2:00
75,379,domicilio,lista,2021-04-02 5:02
28,957,domicilio,lista,2021-03-12 1:41
10,211,piso,en curso,2020-02-15 10:27
11,833,domicilio,en curso,2019-12-12 3:50
48,377,domicilio,en curso,2020-02-03 1:30
75,406,piso,en curso,2020-06-28 2:08
80,194,domicilio,en curso,2021-08-03 12:11
46,628,piso,lista,2020-10-18 3:18
8,263,domicilio,lista,2020-03-31 12:35
25,299,domicilio,lista,2020-04-21 9:04
92,289,domicilio,en curso,2020-03-18 2:55
48,594,piso,lista,2020-09-16 10:08
83,78,domicilio,en curso,2020-04-27 2:18
43,87,piso,en curso,2021-09-13 4:27
48,281,piso,lista,2019-05-05 5:51
35,552,domicilio,en curso,2019-10-30 6:20
62,606,domicilio,en curso,2019-03-01 8:18
86,132,piso,lista,2021-01-02 5:20
61,249,domicilio,lista,2021-04-20 7:31
51,893,domicilio,en curso,2019-12-23 3:30
37,188,piso,en curso,2021-02-24 5:34
71,686,piso,lista,2021-10-18 3:25
89,431,domicilio,en curso,2020-10-31 2:24
26,439,domicilio,lista,2019-08-01 6:06
72,786,piso,en curso,2019-08-25 6:58
9,416,domicilio,lista,2020-04-02 12:03
42,503,piso,en curso,2019-03-03 2:14
34,967,domicilio,en curso,2020-07-28 6:44
31,331,piso,en curso,2021-04-13 12:34
44,370,piso,lista,2020-02-15 3:03
11,40,domicilio,lista,2020-09-20 12:16
70,462,domicilio,lista,2020-05-13 12:26
4,284,domicilio,lista,2020-07-14 1:35
22,373,domicilio,en curso,2020-11-27 9:14
7,945,domicilio,lista,2021-05-02 4:32
50,619,domicilio,lista,2019-09-28 5:57
98,445,piso,lista,2021-04-22 10:54
97,391,piso,en curso,2020-05-15 5:44
65,628,domicilio,lista,2021-11-23 7:10
93,622,domicilio,lista,2020-05-15 9:21
65,878,piso,en curso,2019-07-15 4:20
11,325,domicilio,en curso,2020-02-06 10:06
53,817,domicilio,en curso,2021-12-28 9:16
23,78,domicilio,lista,2021-06-17 7:21
77,956,domicilio,en curso,2019-03-08 7:29
19,343,domicilio,en curso,2019-03-05 5:00
25,824,piso,en curso,2019-08-07 6:56
22,62,domicilio,lista,2019-10-16 9:23
59,223,domicilio,lista,2020-11-07 9:42
65,746,piso,en curso,2021-10-15 8:56
76,216,piso,en curso,2020-08-08 1:54
27,535,domicilio,lista,2019-06-04 5:27
5,498,domicilio,en curso,2020-03-29 5:49
37,252,domicilio,lista,2020-09-05 7:20
69,279,domicilio,en curso,2020-04-14 9:40
44,272,domicilio,lista,2021-07-14 5:51
5,49,domicilio,lista,2020-07-31 12:43
20,383,piso,en curso,2020-05-04 5:59
5,443,domicilio,en curso,2021-02-27 2:06
3,261,domicilio,lista,2019-09-01 12:15
9,552,piso,lista,2019-01-18 5:13
70,779,domicilio,en curso,2019-04-11 6:12
83,422,piso,lista,2019-01-21 4:32
76,762,piso,en curso,2019-03-24 3:34
50,54,piso,en curso,2021-03-07 7:01
100,5,domicilio,en curso,2021-06-26 4:51
40,962,piso,lista,2019-04-24 7:46
10,755,piso,en curso,2020-07-29 6:16
66,248,piso,en curso,2019-06-20 10:30
1,32,domicilio,en curso,2021-01-04 2:47
35,650,piso,lista,2020-05-08 1:35
38,65,domicilio,lista,2019-01-25 5:59
97,252,domicilio,lista,2019-05-03 1:04
87,813,piso,en curso,2019-01-04 4:31
25,893,domicilio,en curso,2019-06-11 3:46
7,183,piso,en curso,2019-07-23 6:58
49,275,domicilio,en curso,2020-11-23 12:36
42,39,piso,lista,2021-12-24 1:47
79,222,domicilio,en curso,2019-08-17 3:20
59,473,domicilio,lista,2020-08-11 11:07
86,33,piso,lista,2020-05-17 11:42
31,126,domicilio,lista,2020-12-15 3:43
85,837,domicilio,en curso,2019-03-30 4:32
21,423,domicilio,lista,2020-09-02 9:54
31,155,piso,en curso,2020-09-25 9:42
31,785,piso,lista,2020-09-15 2:26
76,159,domicilio,en curso,2020-04-09 7:01
17,517,domicilio,lista,2019-08-20 9:02
46,313,piso,en curso,2020-08-24 12:39
29,568,domicilio,lista,2019-03-07 4:28
67,243,domicilio,lista,2020-03-29 2:10
2,574,piso,en curso,2021-11-18 5:26
5,574,piso,lista,2020-04-23 7:56
83,409,piso,en curso,2021-10-31 4:53
65,950,domicilio,lista,2019-02-22 2:23
12,185,piso,en curso,2020-08-16 5:45
35,771,piso,en curso,2021-01-03 9:51
51,479,domicilio,en curso,2021-05-06 2:52
70,146,piso,en curso,2020-03-22 9:48
91,963,domicilio,lista,2021-04-11 10:51
63,790,piso,lista,2019-11-14 10:14
92,232,piso,en curso,2019-10-22 10:03
73,209,domicilio,en curso,2021-12-07 1:29
64,273,piso,en curso,2020-09-16 4:49
15,38,piso,lista,2019-07-01 8:50
92,760,piso,en curso,2021-06-05 2:32
23,93,domicilio,lista,2019-05-20 7:50
46,622,domicilio,lista,2020-04-18 2:04
78,780,piso,en curso,2019-11-07 2:39
49,115,piso,en curso,2019-06-21 7:23
22,809,domicilio,en curso,2021-11-18 12:46
24,811,domicilio,lista,2020-08-17 11:23
41,927,piso,lista,2020-07-16 10:05
90,407,domicilio,en curso,2020-03-19 8:44
36,899,piso,lista,2021-11-26 4:20
12,593,domicilio,lista,2020-12-31 6:36
55,119,piso,lista,2021-06-21 1:04
27,553,domicilio,lista,2021-09-15 3:48
20,14,piso,lista,2020-04-10 3:10
11,202,domicilio,en curso,2020-05-03 5:40
83,384,piso,lista,2021-08-16 12:17
32,869,piso,en curso,2019-07-19 5:26
15,658,piso,en curso,2020-04-28 1:30
62,973,piso,en curso,2019-12-24 4:16
73,114,domicilio,lista,2020-11-10 12:33
5,390,domicilio,en curso,2021-07-16 8:52
10,473,piso,lista,2019-03-07 4:04
34,75,piso,lista,2019-08-17 8:25
90,283,piso,en curso,2021-04-06 11:27
69,147,piso,en curso,2021-12-08 5:29
62,632,piso,lista,2019-02-07 5:35
35,980,piso,lista,2021-11-25 9:54
33,196,domicilio,lista,2020-08-16 10:07
43,537,domicilio,lista,2020-09-21 5:21
72,574,piso,lista,2019-01-19 9:57
4,814,domicilio,lista,2021-03-05 12:09
62,133,piso,lista,2020-02-24 2:16
24,514,piso,en curso,2019-02-08 4:33
47,236,piso,en curso,2021-11-23 2:50
93,305,domicilio,en curso,2021-10-17 5:02
23,501,piso,en curso,2020-06-09 1:35
39,182,piso,en curso,2020-11-06 10:59
6,374,domicilio,en curso,2020-05-23 8:39
70,481,domicilio,lista,2020-06-04 11:24
55,873,piso,lista,2021-08-21 6:50
33,364,domicilio,lista,2019-11-08 10:17
5,254,domicilio,en curso,2019-10-26 5:33
79,758,piso,lista,2019-08-26 5:56
29,690,piso,en curso,2020-03-24 5:53
82,321,piso,lista,2019-02-03 1:21
97,475,domicilio,lista,2021-09-11 12:01
57,765,piso,lista,2020-11-18 7:26
43,240,domicilio,en curso,2019-11-04 6:37
51,651,domicilio,lista,2019-08-29 2:08
89,432,domicilio,lista,2021-05-03 2:11
81,375,domicilio,lista,2019-11-24 11:42
40,482,domicilio,lista,2020-02-16 9:26
71,449,domicilio,en curso,2019-10-18 12:39
100,883,piso,lista,2020-03-20 5:31
14,221,domicilio,lista,2021-08-12 9:19
25,872,domicilio,lista,2019-10-20 7:43
88,406,domicilio,lista,2020-08-25 10:08
39,201,domicilio,lista,2020-03-17 2:02
84,368,domicilio,en curso,2020-02-05 6:05
27,740,piso,lista,2020-02-12 4:13
77,86,domicilio,lista,2019-09-24 9:19
60,60,domicilio,lista,2021-12-13 3:34
100,563,piso,en curso,2021-01-17 7:20
23,336,piso,en curso,2019-09-09 2:00
93,614,domicilio,lista,2021-06-03 3:50
41,990,domicilio,lista,2019-09-29 2:45
60,419,domicilio,lista,2021-10-09 9:11
96,973,domicilio,en curso,2021-02-24 9:42
87,528,domicilio,lista,2021-01-13 12:21
54,595,domicilio,lista,2020-06-22 9:57
75,423,piso,lista,2021-03-06 8:57
88,739,piso,lista,2019-12-30 1:30
64,511,domicilio,en curso,2020-04-10 8:52
32,382,piso,lista,2021-12-22 12:32
89,621,piso,en curso,2020-05-23 8:32
1,218,piso,en curso,2020-03-11 7:25
72,168,domicilio,lista,2021-02-10 11:34
9,152,piso,lista,2020-02-09 4:09
62,450,domicilio,en curso,2021-02-04 4:20
70,338,domicilio,lista,2019-04-03 7:03
36,119,domicilio,lista,2019-02-09 2:05
3,358,domicilio,en curso,2020-01-27 9:22
45,790,piso,en curso,2020-09-03 2:31
55,568,piso,lista,2020-03-14 4:45
88,935,domicilio,en curso,2021-01-16 5:02
52,706,piso,lista,2021-03-23 12:44
69,399,piso,en curso,2021-12-17 10:28
50,607,domicilio,en curso,2021-10-05 4:25
52,476,domicilio,lista,2020-12-21 10:17
51,268,piso,en curso,2020-05-29 3:35
71,230,domicilio,en curso,2019-07-09 9:58
100,177,domicilio,lista,2019-03-17 7:25
19,649,piso,lista,2021-06-19 7:01
92,961,piso,lista,2019-06-24 3:19
17,411,piso,lista,2020-02-29 12:24
11,695,domicilio,en curso,2019-03-23 1:28
86,721,piso,lista,2020-03-28 3:43
60,520,piso,lista,2020-08-11 12:00
49,853,domicilio,lista,2020-01-29 3:01
11,460,domicilio,lista,2019-12-09 7:54
33,162,piso,lista,2021-06-13 1:28
44,787,piso,lista,2020-01-21 1:16
78,177,domicilio,lista,2021-04-10 2:17
26,86,domicilio,lista,2020-10-23 10:09
12,191,piso,lista,2021-06-29 6:30
6,479,domicilio,en curso,2020-05-06 5:44
59,812,domicilio,lista,2019-04-11 1:19
50,414,domicilio,en curso,2019-10-27 6:35
100,371,domicilio,en curso,2021-06-04 7:23
23,512,domicilio,lista,2021-06-29 1:34
11,237,domicilio,en curso,2021-04-29 4:05
72,79,piso,en curso,2019-07-25 10:20
97,365,piso,lista,2019-03-15 12:05
86,425,domicilio,en curso,2020-04-28 4:17
61,929,piso,en curso,2020-04-28 2:04
